date,location,district,water_ph,turbidity_ntu,ecoli_count_per_100ml,total_coliform_count,temperature_celsius,rainfall_mm_last_7days,population_density,sanitation_score,distance_to_healthcare_km,water_source_type,previous_outbreak_history,is_monsoon_season,month,outbreak_occurred,case_count,outbreak_probability,severity_level,disease_type,age_group_affected
2023-07-14,"Aizawl, Mizoram",Mizoram,7.26,0.34,4.79,10.62,25.1,131.1,142.0,4.9,12.0,Surface Water,0,1,7,1,47,0.95,High,Diarrhea,Elderly
2024-06-03,"Tura, Meghalaya",Meghalaya,7.29,1.46,30.88,125.96,26.6,139.0,148.0,1.3,26.7,River/Stream,0,1,6,1,35,0.95,High,Typhoid,Adults
2024-11-27,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.68,8.32,15.1,58.04,20.5,7.3,52.0,1.0,0.6,Bore Well,0,0,11,0,0,0.26,None,None,None
2023-11-11,"Lunglei, Mizoram",Mizoram,6.93,2.7,54.98,221.79,22.3,2.7,19.0,6.3,0.5,Piped Supply,0,0,11,0,0,0.09,None,None,None
2024-04-19,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.27,2.42,28.71,103.71,27.1,3.0,28.0,3.1,0.5,Bore Well,0,0,4,0,0,0.26,None,None,None
2024-09-27,"Silchar, Assam",Assam,7.52,0.68,3.03,9.93,20.5,95.2,114.0,3.5,0.7,Surface Water,0,1,9,1,49,0.94,High,Diarrhea,Elderly
2024-02-28,"Guwahati, Assam",Assam,6.48,1.87,18.3,46.0,31.4,6.8,155.0,1.4,2.3,Surface Water,0,0,2,1,31,0.54,High,Gastroenteritis,Mixed
2023-05-27,"Aizawl, Mizoram",Mizoram,7.51,6.4,44.48,115.17,26.3,2.5,67.0,2.9,3.8,Surface Water,0,0,5,0,0,0.44,None,None,None
2024-10-08,"Dibrugarh, Assam",Assam,7.44,2.1,24.67,67.77,19.0,2.0,162.0,5.5,16.9,Bore Well,1,0,10,1,23,0.46,High,Typhoid,Adults
2024-05-16,"Dharmanagar, Tripura",Tripura,8.13,7.74,0.49,1.85,25.6,2.8,71.0,3.7,1.4,Bore Well,1,0,5,0,0,0.56,None,None,None
2024-02-18,"Lunglei, Mizoram",Mizoram,6.58,0.12,2.63,13.02,27.0,1.9,113.0,5.2,2.3,Hand Pump,0,0,2,0,0,0.12,None,None,None
2023-01-15,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.9,8.47,47.28,174.95,23.8,2.7,12.0,1.2,3.3,River/Stream,0,0,1,0,0,0.47,None,None,None
2023-09-12,"Shillong, Meghalaya",Meghalaya,6.49,1.01,16.01,41.91,20.5,246.0,21.0,4.5,0.6,Piped Supply,0,1,9,1,44,0.89,High,Cholera,Elderly
2023-06-21,"Silchar, Assam",Assam,8.1,3.07,3.78,7.72,26.7,153.9,19.0,4.9,2.1,Piped Supply,0,1,6,1,31,0.79,High,Cholera,Elderly
2024-03-20,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.76,1.33,0.17,0.77,27.7,0.2,540.0,3.8,0.5,Surface Water,0,0,3,0,0,0.44,None,None,None
2024-01-03,"Dharmanagar, Tripura",Tripura,6.23,1.83,15.95,74.4,24.3,1.9,15.0,1.3,4.7,Hand Pump,0,0,1,0,0,0.42,None,None,None
2023-05-15,"Shillong, Meghalaya",Meghalaya,8.16,3.67,13.48,37.39,28.6,10.8,13.0,3.7,17.0,River/Stream,0,0,5,1,27,0.57,High,Typhoid,Children
2024-01-20,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.23,0.15,0.05,0.13,25.2,0.6,78.0,6.5,0.7,River/Stream,0,0,1,0,0,0.27,None,None,None
2023-02-19,"Dimapur, Nagaland",Nagaland,6.72,5.17,29.33,111.16,29.8,2.1,31.0,4.2,3.6,Bore Well,0,0,2,0,0,0.26,None,None,None
2024-01-25,"Silchar, Assam",Assam,8.07,3.07,46.31,115.38,25.1,4.9,39.0,2.9,0.5,Hand Pump,0,0,1,1,17,0.32,Medium,Typhoid,Children
2023-11-05,"Lunglei, Mizoram",Mizoram,7.26,3.32,35.63,87.31,22.8,0.2,38.0,1.9,2.6,River/Stream,0,0,11,1,25,0.47,High,Hepatitis A,Children
2023-10-17,"Silchar, Assam",Assam,6.59,7.09,14.52,35.75,20.4,6.6,66.0,1.1,2.0,Hand Pump,0,0,10,0,0,0.32,None,None,None
2024-06-19,"Shillong, Meghalaya",Meghalaya,8.36,6.9,18.11,79.28,25.4,115.0,147.0,2.2,1.9,Hand Pump,0,1,6,1,40,0.82,High,Gastroenteritis,Mixed
2023-12-05,"Shillong, Meghalaya",Meghalaya,7.45,3.49,10.07,47.99,21.7,4.2,201.0,1.7,4.8,Bore Well,0,0,12,0,0,0.26,None,None,None
2024-11-16,"Imphal, Manipur",Manipur,7.22,3.04,5.0,20.16,21.3,4.8,256.0,4.2,12.9,Bore Well,0,0,11,1,17,0.36,Medium,Typhoid,Elderly
2024-10-21,"Shillong, Meghalaya",Meghalaya,8.16,0.77,14.87,65.68,19.6,2.2,15.0,3.9,15.5,Piped Supply,0,0,10,1,19,0.39,Medium,Diarrhea,Children
2023-10-25,"Aizawl, Mizoram",Mizoram,7.27,3.69,0.63,2.92,22.4,2.5,102.0,1.5,8.0,Piped Supply,0,0,10,1,12,0.29,Medium,Hepatitis A,Children
2023-01-10,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,5.81,1.61,26.39,107.08,29.7,9.0,102.0,1.0,1.2,Surface Water,0,0,1,0,0,0.54,None,None,None
2024-09-28,"Tura, Meghalaya",Meghalaya,5.5,1.08,3.35,13.55,20.8,98.6,46.0,4.3,0.7,Bore Well,0,1,9,1,36,0.86,High,Diarrhea,Mixed
2024-04-12,"Tura, Meghalaya",Meghalaya,7.55,2.64,33.88,168.21,28.9,8.1,48.0,1.0,11.8,Hand Pump,0,0,4,0,0,0.42,None,None,None
2023-06-20,"Silchar, Assam",Assam,5.65,16.38,32.66,105.33,26.0,146.6,22.0,4.3,1.0,Bore Well,0,1,6,1,51,0.95,High,Diarrhea,Mixed
2024-08-05,"Dimapur, Nagaland",Nagaland,7.79,4.22,106.12,331.17,20.7,72.3,65.0,2.3,9.7,River/Stream,0,1,8,1,50,0.95,High,Diarrhea,Adults
2024-05-09,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.59,1.16,5.81,20.95,28.5,8.7,31.0,5.2,26.3,Hand Pump,0,0,5,1,6,0.22,Medium,Typhoid,Children
2024-12-22,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,5.87,1.97,9.44,29.17,24.6,2.9,39.0,4.0,2.8,River/Stream,0,0,12,1,31,0.57,High,Gastroenteritis,Elderly
2024-06-15,"Churachandpur, Manipur",Manipur,7.83,0.19,2.99,6.03,24.5,72.2,30.0,4.4,3.0,River/Stream,0,1,6,1,51,0.95,High,Typhoid,Mixed
2023-06-02,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.7,3.87,2.04,5.26,28.7,85.2,16.0,4.0,1.5,River/Stream,0,1,6,1,53,0.95,High,Diarrhea,Mixed
2023-06-19,"Silchar, Assam",Assam,6.92,3.67,14.32,50.38,22.4,124.4,101.0,2.6,1.1,Piped Supply,1,1,6,1,49,0.95,High,Diarrhea,Mixed
2024-02-17,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,5.58,0.68,12.02,52.8,27.0,4.0,66.0,3.4,9.9,Hand Pump,0,0,2,0,0,0.42,None,None,None
2023-04-01,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,5.8,3.32,4.87,18.37,28.2,12.2,15.0,3.9,1.6,Piped Supply,1,0,4,0,0,0.69,None,None,None
2023-01-19,"Silchar, Assam",Assam,7.59,4.26,0.44,1.98,29.2,6.0,11.0,1.8,5.9,Bore Well,0,0,1,1,16,0.26,Medium,Diarrhea,Elderly
2024-06-04,"Churachandpur, Manipur",Manipur,5.71,0.12,12.26,60.44,24.4,75.1,122.0,1.6,5.7,Hand Pump,0,1,6,1,33,0.92,High,Diarrhea,Adults
2024-04-10,"Aizawl, Mizoram",Mizoram,7.66,2.88,20.68,43.12,30.8,8.8,28.0,4.5,4.3,River/Stream,0,0,4,0,0,0.47,None,None,None
2024-01-08,"Agartala, Tripura",Tripura,6.81,2.13,12.95,36.43,25.9,2.5,38.0,4.2,5.5,Bore Well,0,0,1,1,8,0.26,Medium,Diarrhea,Elderly
2024-07-14,"Churachandpur, Manipur",Manipur,6.98,0.3,52.34,124.46,21.0,196.5,43.0,1.4,22.6,Bore Well,0,1,7,1,43,0.86,High,Hepatitis A,Mixed
2023-04-20,"Tura, Meghalaya",Meghalaya,7.67,2.43,3.96,13.49,30.8,17.2,113.0,1.9,0.5,Surface Water,1,0,4,1,44,0.74,High,Hepatitis A,Adults
2023-12-13,"Silchar, Assam",Assam,6.82,0.66,7.63,21.72,22.2,0.9,57.0,2.0,5.8,Bore Well,0,0,12,0,0,0.26,None,None,None
2024-08-25,"Silchar, Assam",Assam,6.95,7.02,28.9,67.6,24.0,81.7,17.0,2.1,2.1,Hand Pump,0,1,8,1,42,0.82,High,Cholera,Mixed
2023-01-05,"Churachandpur, Manipur",Manipur,6.17,3.26,38.28,106.19,25.5,3.4,24.0,2.2,7.1,River/Stream,0,0,1,0,0,0.57,None,None,None
2024-05-09,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.75,1.79,39.09,190.39,30.5,4.4,55.0,1.0,2.2,Surface Water,0,0,5,1,22,0.44,High,Hepatitis A,Children
2024-02-01,"Dimapur, Nagaland",Nagaland,7.49,1.29,12.04,28.89,27.5,0.2,79.0,4.6,2.1,Piped Supply,0,0,2,0,0,0.29,None,None,None
2024-09-15,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.29,0.05,4.19,12.27,18.6,74.1,28.0,3.2,4.3,Surface Water,1,1,9,0,0,0.95,None,None,None
2024-04-08,"Dharmanagar, Tripura",Tripura,7.17,0.94,4.63,18.36,27.5,5.8,39.0,4.1,9.0,Hand Pump,0,0,4,0,0,0.32,None,None,None
2024-06-08,"Tura, Meghalaya",Meghalaya,7.48,2.62,87.0,210.97,25.5,43.3,254.0,3.1,13.0,River/Stream,0,1,6,1,37,0.77,High,Gastroenteritis,Adults
2023-07-25,"Shillong, Meghalaya",Meghalaya,6.62,2.64,5.63,26.01,21.2,69.8,70.0,3.1,21.0,Piped Supply,0,1,7,0,0,0.89,None,None,None
2023-05-16,"Agartala, Tripura",Tripura,7.33,4.35,1.92,6.8,29.2,1.3,88.0,1.5,30.5,Surface Water,0,0,5,0,0,0.54,None,None,None
2023-11-27,"Agartala, Tripura",Tripura,7.16,15.5,16.22,40.72,20.8,1.9,9.0,4.2,19.8,Piped Supply,0,0,11,1,26,0.59,High,Gastroenteritis,Mixed
2024-11-21,"Agartala, Tripura",Tripura,8.25,3.49,7.69,21.21,23.8,15.6,50.0,6.9,4.4,River/Stream,1,0,11,0,0,0.57,None,None,None
2024-06-19,"Silchar, Assam",Assam,6.08,3.47,3.41,11.38,27.4,153.0,229.0,4.0,5.1,Surface Water,0,1,6,1,57,0.95,High,Typhoid,Adults
2023-10-21,"Dimapur, Nagaland",Nagaland,6.88,3.36,32.62,129.74,21.0,8.1,5.0,1.8,0.8,Bore Well,0,0,10,0,0,0.26,None,None,None
2024-07-08,"Guwahati, Assam",Assam,6.36,2.34,34.14,75.15,27.9,176.8,89.0,3.5,20.1,Hand Pump,0,1,7,1,58,0.95,High,Cholera,Adults
2024-06-07,"Dharmanagar, Tripura",Tripura,6.63,2.21,10.14,28.46,24.0,53.1,92.0,2.7,2.0,Piped Supply,0,1,6,1,39,0.79,High,Diarrhea,Mixed
2024-12-02,"Aizawl, Mizoram",Mizoram,7.48,2.16,22.22,100.92,23.7,0.0,124.0,1.3,5.9,Bore Well,1,0,12,1,30,0.56,High,Hepatitis A,Mixed
2023-08-19,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,9.0,5.64,59.25,145.99,16.9,46.3,113.0,1.0,0.9,Piped Supply,0,1,8,1,43,0.59,High,Typhoid,Adults
2023-10-29,"Imphal, Manipur",Manipur,7.07,0.05,3.51,17.52,20.6,9.4,14.0,3.0,2.7,Bore Well,0,0,10,0,0,0.26,None,None,None
2023-05-03,"Lunglei, Mizoram",Mizoram,8.09,0.75,3.54,11.43,31.7,1.7,93.0,2.2,4.4,Piped Supply,0,0,5,1,12,0.29,Medium,Cholera,Elderly
2023-01-06,"Aizawl, Mizoram",Mizoram,8.46,2.3,11.93,39.6,26.0,1.2,34.0,3.4,3.7,Surface Water,1,0,1,1,36,0.74,High,Typhoid,Elderly
2024-05-17,"Dharmanagar, Tripura",Tripura,6.82,6.37,11.37,36.81,27.7,0.2,1074.0,3.3,13.3,Piped Supply,1,0,5,1,47,0.69,High,Gastroenteritis,Children
2024-06-01,"Dibrugarh, Assam",Assam,7.65,3.1,7.23,15.76,25.7,72.9,17.0,3.3,3.3,River/Stream,0,1,6,1,49,0.95,High,Hepatitis A,Elderly
2023-12-06,"Aizawl, Mizoram",Mizoram,7.57,0.27,5.05,12.94,26.7,1.5,23.0,2.9,7.1,River/Stream,0,0,12,0,0,0.47,None,None,None
2024-10-26,"Guwahati, Assam",Assam,9.0,7.89,35.25,104.65,18.5,1.4,56.0,1.0,13.1,Piped Supply,0,0,10,0,0,0.49,None,None,None
2024-09-20,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.2,1.54,32.73,107.35,23.9,104.5,8.0,3.1,10.3,Bore Well,0,1,9,1,41,0.86,High,Gastroenteritis,Children
2024-01-31,"Tura, Meghalaya",Meghalaya,6.14,1.32,6.68,16.9,25.8,3.0,127.0,3.0,0.8,Piped Supply,1,0,1,1,36,0.69,High,Cholera,Mixed
2023-02-14,"Tura, Meghalaya",Meghalaya,5.92,0.17,14.54,51.08,24.7,0.8,69.0,2.0,15.4,Surface Water,0,0,2,1,27,0.64,High,Diarrhea,Children
2024-10-03,"Silchar, Assam",Assam,6.77,0.71,13.54,27.88,20.6,11.4,421.0,3.8,4.1,Surface Water,0,0,10,1,17,0.44,Medium,Diarrhea,Mixed
2024-10-24,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.51,1.59,59.03,140.43,17.1,18.2,114.0,1.1,5.1,Surface Water,1,0,10,1,37,0.74,High,Diarrhea,Adults
2023-09-15,"Churachandpur, Manipur",Manipur,6.17,0.41,165.47,775.65,19.2,200.6,56.0,1.0,5.2,Surface Water,0,1,9,1,55,0.95,High,Diarrhea,Mixed
2024-03-19,"Aizawl, Mizoram",Mizoram,7.09,4.38,4.14,9.8,29.0,9.3,15.0,6.2,3.5,Bore Well,0,0,3,0,0,0.06,None,None,None
2024-09-25,"Silchar, Assam",Assam,5.73,0.39,148.03,352.53,21.8,149.0,14.0,1.1,10.2,River/Stream,0,1,9,1,48,0.95,High,Cholera,Elderly
2024-12-03,"Tura, Meghalaya",Meghalaya,7.2,2.63,50.56,108.58,21.6,4.3,36.0,3.3,0.5,Piped Supply,0,0,12,0,0,0.29,None,None,None
2024-02-09,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.63,7.58,12.71,26.52,27.8,0.7,386.0,4.2,15.8,Hand Pump,0,0,2,1,23,0.42,High,Diarrhea,Elderly
2024-10-11,"Dibrugarh, Assam",Assam,6.63,2.5,20.94,63.89,23.5,12.5,81.0,1.6,1.9,Piped Supply,0,0,10,1,15,0.29,Medium,Hepatitis A,Adults
2023-05-07,"Guwahati, Assam",Assam,6.66,0.1,38.52,170.67,31.3,6.0,140.0,1.9,31.5,River/Stream,0,0,5,1,28,0.57,High,Diarrhea,Adults
2023-12-19,"Shillong, Meghalaya",Meghalaya,6.87,2.59,1.56,7.54,22.3,2.3,58.0,1.6,7.9,River/Stream,0,0,12,1,27,0.47,High,Hepatitis A,Adults
2023-04-28,"Dibrugarh, Assam",Assam,8.28,6.18,4.86,10.94,34.0,8.8,4.0,7.5,7.6,River/Stream,0,0,4,0,0,0.27,None,None,None
2024-07-16,"Imphal, Manipur",Manipur,6.93,4.06,27.01,67.33,24.3,40.6,32.0,2.7,17.9,Bore Well,0,1,7,1,26,0.56,High,Diarrhea,Mixed
2023-12-05,"Aizawl, Mizoram",Mizoram,5.5,5.98,52.98,154.18,21.3,10.0,87.0,1.9,8.3,Surface Water,0,0,12,0,0,0.54,None,None,None
2023-11-22,"Imphal, Manipur",Manipur,7.82,5.72,18.79,85.68,22.2,3.0,10.0,2.9,10.7,River/Stream,0,0,11,0,0,0.57,None,None,None
2023-06-06,"Kohima, Nagaland",Nagaland,6.63,0.56,27.23,76.91,27.4,85.5,25.0,5.6,11.2,Piped Supply,0,1,6,1,37,0.69,High,Diarrhea,Adults
2024-12-30,"Agartala, Tripura",Tripura,6.99,3.58,9.43,45.54,25.1,8.5,12.0,3.8,5.8,Piped Supply,0,0,12,1,21,0.29,High,Typhoid,Mixed
2024-04-18,"Imphal, Manipur",Manipur,5.52,3.87,11.46,44.56,27.2,4.3,20.0,6.4,0.7,Piped Supply,0,0,4,1,5,0.19,Low,Typhoid,Children
2023-10-15,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.19,6.16,13.27,38.71,21.9,3.6,163.0,1.0,14.3,River/Stream,0,0,10,0,0,0.67,None,None,None
2023-01-20,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.44,1.82,25.43,59.05,27.6,1.2,110.0,2.7,4.9,Bore Well,0,0,1,0,0,0.36,None,None,None
2024-08-27,"Shillong, Meghalaya",Meghalaya,7.13,3.81,91.81,325.94,20.1,101.2,202.0,6.1,2.1,River/Stream,1,1,8,1,41,0.95,High,Diarrhea,Mixed
2023-08-17,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.78,3.16,18.73,51.69,24.1,69.7,55.0,2.7,3.7,Piped Supply,0,1,8,1,44,0.79,High,Cholera,Adults
2024-09-20,"Dimapur, Nagaland",Nagaland,7.83,1.03,12.37,42.19,21.9,159.7,25.0,3.2,7.6,River/Stream,0,1,9,1,46,0.95,High,Gastroenteritis,Adults
2024-05-10,"Aizawl, Mizoram",Mizoram,8.72,2.16,205.66,589.58,28.6,0.5,46.0,4.3,1.2,Hand Pump,1,0,5,1,43,0.95,High,Diarrhea,Adults
2024-06-14,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.05,7.5,7.56,31.37,26.5,128.6,8.0,1.9,15.9,Hand Pump,0,1,6,1,56,0.92,High,Diarrhea,Elderly
2023-04-16,"Agartala, Tripura",Tripura,7.23,3.21,45.09,143.33,29.7,4.6,90.0,2.8,5.9,Piped Supply,0,0,4,1,12,0.29,Medium,Cholera,Adults
2024-01-21,"Dimapur, Nagaland",Nagaland,8.78,1.17,13.13,50.57,28.1,2.6,311.0,4.0,6.3,River/Stream,0,0,1,0,0,0.57,None,None,None
2024-06-13,"Tura, Meghalaya",Meghalaya,5.81,3.53,20.62,49.59,23.9,90.9,64.0,2.9,11.7,Surface Water,0,1,6,1,45,0.95,High,Hepatitis A,Mixed
2024-05-08,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.04,5.15,38.48,96.83,27.1,1.6,20.0,2.7,12.8,River/Stream,0,0,5,1,29,0.57,High,Diarrhea,Elderly
2023-08-05,"Dibrugarh, Assam",Assam,5.67,0.54,33.82,138.89,19.3,146.3,139.0,2.2,7.3,Piped Supply,0,1,8,1,44,0.89,High,Typhoid,Mixed
2023-12-05,"Agartala, Tripura",Tripura,7.2,3.48,31.4,117.7,21.2,12.0,39.0,1.9,1.1,Hand Pump,0,0,12,0,0,0.32,None,None,None
2024-10-24,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.26,0.29,17.8,64.0,21.4,13.1,41.0,4.3,5.2,Surface Water,0,0,10,1,16,0.44,Medium,Cholera,Adults
2023-02-27,"Dibrugarh, Assam",Assam,8.55,1.37,0.38,0.88,28.5,3.4,18.0,3.4,19.7,Surface Water,0,0,2,1,32,0.64,High,Gastroenteritis,Children
2024-11-08,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.04,0.67,7.35,15.64,18.4,1.8,110.0,1.1,11.9,Bore Well,1,0,11,0,0,0.66,None,None,None
2023-06-24,"Shillong, Meghalaya",Meghalaya,7.09,3.18,34.88,136.04,23.5,50.0,21.0,2.0,3.8,River/Stream,0,1,6,1,52,0.95,High,Cholera,Adults
2024-12-03,"Aizawl, Mizoram",Mizoram,7.48,0.07,1.66,5.41,19.1,14.3,35.0,2.4,4.1,River/Stream,0,0,12,1,19,0.47,Medium,Diarrhea,Children
2023-01-17,"Shillong, Meghalaya",Meghalaya,8.38,2.39,15.46,57.12,26.9,14.4,74.0,2.6,5.6,River/Stream,0,0,1,0,0,0.47,None,None,None
2024-09-12,"Silchar, Assam",Assam,6.72,1.31,39.48,98.47,21.1,42.6,24.0,1.0,13.1,River/Stream,0,1,9,0,0,0.77,None,None,None
2024-06-28,"Churachandpur, Manipur",Manipur,8.36,5.82,7.06,32.85,22.7,45.6,381.0,2.7,11.6,Bore Well,0,1,6,1,27,0.56,High,Typhoid,Children
2024-11-25,"Dimapur, Nagaland",Nagaland,6.17,3.0,74.61,218.73,21.2,3.1,87.0,5.1,1.0,Hand Pump,0,0,11,1,9,0.22,Medium,Cholera,Adults
2024-05-08,"Dharmanagar, Tripura",Tripura,7.92,0.68,1.63,7.11,28.3,9.6,75.0,1.6,1.7,Piped Supply,0,0,5,0,0,0.29,None,None,None
2024-12-14,"Kohima, Nagaland",Nagaland,7.24,2.27,163.77,716.36,20.0,4.4,29.0,2.7,16.7,Surface Water,0,0,12,1,43,0.95,High,Diarrhea,Mixed
2023-09-21,"Shillong, Meghalaya",Meghalaya,6.35,1.61,129.44,404.86,22.2,96.4,41.0,1.0,0.5,Bore Well,0,1,9,1,47,0.95,High,Diarrhea,Adults
2024-12-05,"Dharmanagar, Tripura",Tripura,6.47,3.48,6.96,25.62,21.2,2.6,33.0,4.9,1.4,Piped Supply,1,0,12,1,37,0.69,High,Diarrhea,Mixed
2024-08-01,"Aizawl, Mizoram",Mizoram,7.13,0.33,27.35,76.4,20.4,204.8,891.0,4.4,12.0,Hand Pump,0,1,8,1,41,0.92,High,Typhoid,Mixed
2023-07-03,"Aizawl, Mizoram",Mizoram,8.19,7.79,6.28,25.77,24.4,50.9,19.0,1.0,1.5,Hand Pump,1,1,7,1,37,0.95,High,Typhoid,Mixed
2023-05-22,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.83,0.14,70.52,292.52,23.6,2.0,32.0,1.0,2.4,Bore Well,0,0,5,0,0,0.26,None,None,None
2024-12-17,"Dibrugarh, Assam",Assam,6.91,1.44,41.0,163.57,26.5,0.1,18.0,1.4,20.8,River/Stream,0,0,12,1,37,0.57,High,Cholera,Children
2023-06-14,"Lunglei, Mizoram",Mizoram,6.77,5.27,64.62,169.38,22.2,67.4,40.0,5.9,7.8,Bore Well,0,1,6,0,0,0.56,None,None,None
2024-04-27,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.99,2.09,0.89,2.7,27.9,1.0,33.0,5.1,5.8,Bore Well,0,0,4,0,0,0.06,None,None,None
2024-09-15,"Guwahati, Assam",Assam,7.13,5.99,24.42,116.88,18.8,20.8,12.0,2.3,9.6,Hand Pump,0,1,9,0,0,0.52,None,None,None
2024-12-29,"Kohima, Nagaland",Nagaland,9.0,2.93,20.95,71.41,25.4,2.5,325.0,6.2,0.6,Surface Water,0,0,12,0,0,0.34,None,None,None
2023-07-26,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.98,0.45,134.96,654.17,22.8,149.4,36.0,6.6,7.2,River/Stream,0,1,7,1,40,0.95,High,Cholera,Adults
2024-09-21,"Dibrugarh, Assam",Assam,6.85,1.83,3.41,8.3,15.8,90.1,33.0,2.6,0.9,Piped Supply,0,1,9,0,0,0.79,None,None,None
2023-03-30,"Tura, Meghalaya",Meghalaya,8.74,2.65,35.77,79.29,30.1,5.9,6.0,2.8,13.9,Piped Supply,0,0,3,1,23,0.49,High,Diarrhea,Children
2024-12-21,"Silchar, Assam",Assam,7.41,0.19,1.05,3.31,26.7,6.8,21.0,5.4,23.0,River/Stream,1,0,12,1,39,0.67,High,Hepatitis A,Adults
2024-09-12,"Shillong, Meghalaya",Meghalaya,5.81,7.04,21.41,51.04,18.0,64.3,241.0,5.7,4.1,Hand Pump,0,1,9,1,29,0.72,High,Diarrhea,Children
2024-07-26,"Silchar, Assam",Assam,8.15,7.56,20.41,53.39,24.2,141.2,157.0,3.1,4.7,Piped Supply,0,1,7,0,0,0.79,None,None,None
2023-09-21,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.06,6.09,14.65,43.83,18.7,148.0,70.0,1.4,8.7,River/Stream,1,1,9,0,0,0.95,None,None,None
2024-07-30,"Imphal, Manipur",Manipur,6.48,12.39,0.56,1.86,21.3,91.0,36.0,1.8,12.2,Piped Supply,0,1,7,1,48,0.95,High,Diarrhea,Children
2024-05-08,"Silchar, Assam",Assam,6.69,0.53,5.73,15.34,27.2,3.7,104.0,1.9,2.4,Hand Pump,0,0,5,0,0,0.32,None,None,None
2024-11-24,"Agartala, Tripura",Tripura,7.59,0.91,0.8,2.34,23.5,7.6,21.0,5.8,4.1,Piped Supply,0,0,11,0,0,0.09,None,None,None
2024-07-02,"Guwahati, Assam",Assam,7.68,0.32,21.24,63.44,25.1,72.1,55.0,2.0,2.8,Piped Supply,0,1,7,1,37,0.79,High,Typhoid,Elderly
2023-03-19,"Churachandpur, Manipur",Manipur,7.15,1.5,37.49,122.99,30.8,4.0,117.0,1.2,10.1,Hand Pump,0,0,3,1,25,0.42,High,Cholera,Adults
2024-11-30,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.7,0.57,0.05,0.18,24.0,1.0,7.0,1.6,5.5,Hand Pump,0,0,11,1,12,0.32,Medium,Diarrhea,Elderly
2023-07-31,"Shillong, Meghalaya",Meghalaya,7.63,6.62,18.62,77.11,21.0,64.3,83.0,1.6,1.2,Surface Water,0,1,7,1,52,0.94,High,Typhoid,Children
2023-03-22,"Dimapur, Nagaland",Nagaland,7.76,2.78,23.19,47.66,31.5,1.9,18.0,4.8,21.6,Hand Pump,0,0,3,0,0,0.42,None,None,None
2024-07-08,"Guwahati, Assam",Assam,8.0,1.91,3.38,11.74,22.9,129.7,76.0,1.0,34.2,Piped Supply,0,1,7,1,37,0.89,High,Gastroenteritis,Elderly
2024-05-17,"Dibrugarh, Assam",Assam,6.22,1.24,3.86,12.61,28.1,3.9,230.0,1.0,22.2,River/Stream,0,0,5,0,0,0.67,None,None,None
2023-05-12,"Guwahati, Assam",Assam,8.43,0.28,4.74,16.63,29.3,0.1,61.0,1.0,20.8,Hand Pump,0,0,5,0,0,0.42,None,None,None
2024-05-29,"Aizawl, Mizoram",Mizoram,5.82,3.11,10.71,51.33,26.4,0.7,99.0,2.1,7.9,Surface Water,0,0,5,1,23,0.54,High,Cholera,Elderly
2024-12-06,"Guwahati, Assam",Assam,7.24,2.72,61.69,190.82,23.2,2.2,203.0,3.8,5.2,Surface Water,0,0,12,1,22,0.44,High,Diarrhea,Elderly
2023-07-11,"Churachandpur, Manipur",Manipur,6.06,4.87,15.8,74.02,23.6,114.6,77.0,2.2,4.2,Piped Supply,0,1,7,1,52,0.89,High,Diarrhea,Mixed
2024-03-10,"Shillong, Meghalaya",Meghalaya,6.38,2.68,14.01,55.19,31.8,3.3,68.0,3.7,15.1,Piped Supply,0,0,3,1,25,0.49,High,Diarrhea,Adults
2024-08-12,"Dimapur, Nagaland",Nagaland,7.69,0.02,16.75,43.42,23.6,98.7,9.0,5.0,3.7,Bore Well,0,1,8,0,0,0.76,None,None,None
